Employee_ID,Age,Gender,Department,Education,Experience_Years,Salary,Overtime_Hours,Projects_Handled,Attendance_Percentage,Training_Hours,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Promotion_Last_5Years,Remote_Work,Performance_Score,Performance_Label
EMP09169,40,Male,Marketing,Master's,8,34992.43,17,19,77.76,47,4,3,3.13,1,1,57.1958,Good
EMP09170,60,Male,Sales,Master's,22,60173.19,23,5,87.91,14,1,3,3.29,0,0,50.8955,Average
EMP09171,28,Male,HR,Master's,3,28402.97,12,10,83.87,28,3,2,3.68,1,0,55.1444,Good
EMP09172,57,Female,Operations,Bachelor's,29,67032.18,22,6,100.0,25,2,4,3.13,0,1,66.0239,Good
EMP09173,40,Female,Sales,Bachelor's,18,53632.71,2,3,92.83,21,3,4,3.8,1,1,68.2976,Good
EMP09174,33,Female,Finance,Bachelor's,11,38728.16,12,2,86.7,3,1,2,4.18,1,0,50.6497,Average
EMP09175,41,Female,Operations,Master's,19,52608.35,6,19,81.54,32,5,3,4.28,0,1,71.363,Good
EMP09176,59,Male,Operations,Bachelor's,24,57271.91,0,6,81.55,4,3,2,3.19,1,0,45.4719,Average
EMP09177,33,Female,Sales,PhD,11,39818.54,17,10,82.67,27,1,5,3.42,0,0,62.0426,Good
EMP09178,50,Male,Marketing,Bachelor's,28,65685.09,20,18,82.32,48,5,3,4.48,0,1,74.3911,Good
EMP09179,51,Female,Sales,Master's,29,66999.57,15,14,77.65,34,4,5,2.06,1,1,56.7951,Good
EMP09180,41,Female,HR,Bachelor's,19,52639.83,10,2,84.37,41,2,2,3.25,1,0,47.249,Average
EMP09181,25,Male,HR,Bachelor's,3,25391.43,24,4,100.0,31,1,4,3.72,1,0,68.5312,Good
EMP09182,23,Male,Operations,Master's,1,24486.86,16,15,86.53,28,3,1,2.57,0,0,44.1243,Average
EMP09183,51,Male,Operations,Bachelor's,1,29189.73,4,6,83.8,45,2,1,3.2,1,0,43.0276,Average
EMP09184,44,Female,Sales,PhD,22,58596.36,5,6,86.35,23,4,5,3.75,1,1,72.7629,Good
EMP09185,27,Male,HR,Master's,4,29975.27,13,9,85.76,29,4,1,3.31,0,0,50.3158,Average
EMP09186,39,Male,HR,Master's,17,49189.25,13,20,90.36,8,2,5,4.28,1,1,76.9636,Excellent
EMP09187,43,Male,Marketing,Master's,21,58030.42,18,18,95.18,47,1,2,3.3,0,0,57.1477,Good
EMP09188,58,Female,Finance,Master's,10,40171.76,4,4,82.35,17,1,3,3.14,1,0,45.9996,Average
EMP09189,25,Male,Marketing,Master's,3,27255.83,17,1,83.67,10,5,4,3.39,0,1,62.13,Good
EMP09190,32,Male,Engineering,Bachelor's,10,38932.86,10,4,79.18,21,5,5,3.61,0,1,68.4842,Good
EMP09191,56,Female,Marketing,Bachelor's,34,73526.41,23,3,96.31,36,1,3,2.24,0,0,48.3657,Average
EMP09192,32,Male,Sales,Master's,10,38614.86,11,13,100.0,22,3,3,3.78,0,1,71.6992,Good
EMP09193,55,Male,Finance,Master's,20,56370.17,18,15,87.36,28,4,5,2.51,0,1,66.584,Good
EMP09194,30,Male,Sales,Bachelor's,8,38169.55,20,1,93.17,12,5,4,3.41,0,1,68.4527,Good
EMP09195,52,Female,Engineering,Bachelor's,24,63058.3,16,16,89.81,31,2,4,2.18,0,0,55.5995,Good
EMP09196,53,Male,Finance,Master's,23,59784.35,20,2,82.72,43,2,3,4.11,0,0,58.7037,Good
EMP09197,56,Male,Operations,High School,29,65481.74,16,6,84.35,9,1,1,2.35,1,1,30.3418,Poor
EMP09198,32,Male,HR,Master's,10,37508.66,24,1,89.16,42,2,3,4.17,1,1,62.8778,Good
EMP09199,38,Male,Marketing,Master's,16,49948.17,1,17,94.04,47,2,2,3.75,1,1,62.8728,Good
EMP09200,57,Male,Sales,Bachelor's,5,32703.51,5,17,83.63,5,1,5,3.64,1,0,64.358,Good
EMP09201,23,Male,Engineering,Master's,1,24181.65,24,1,100.0,20,3,3,4.39,0,1,72.1058,Good
EMP09202,45,Male,HR,Bachelor's,7,34815.3,18,16,81.46,34,1,4,2.58,1,1,51.6074,Average
EMP09203,36,Female,Marketing,Master's,4,34799.56,5,9,85.56,2,4,2,3.17,0,0,51.2896,Average
EMP09204,49,Female,HR,Bachelor's,9,40363.16,0,2,91.57,20,5,3,4.09,1,1,69.608,Good
EMP09205,24,Female,Marketing,Bachelor's,2,30997.23,13,5,76.74,19,3,5,5.0,1,0,74.3634,Good
EMP09206,50,Male,Operations,Master's,28,64641.55,22,8,82.07,49,3,5,3.83,0,1,70.7122,Good
EMP09207,34,Female,Finance,Bachelor's,12,46340.79,1,1,85.14,42,2,5,2.98,1,0,59.9079,Good
EMP09208,43,Male,HR,Bachelor's,21,55459.62,20,9,90.0,33,5,4,3.4,0,0,71.6408,Good
EMP09209,52,Male,HR,Bachelor's,26,67144.42,20,14,100.0,2,5,5,4.43,1,1,90.8083,Excellent
EMP09210,28,Male,HR,Bachelor's,6,34716.61,11,17,88.79,44,3,2,4.21,0,1,66.1096,Good
EMP09211,47,Female,Finance,Bachelor's,25,63756.99,16,5,85.9,44,4,1,1.92,0,1,37.7632,Average
EMP09212,52,Female,Engineering,Bachelor's,25,63889.3,22,8,90.99,39,4,2,3.58,0,0,61.5125,Good
EMP09213,59,Male,Marketing,PhD,3,29697.6,3,17,91.92,36,2,4,3.98,1,0,73.1608,Good
EMP09214,59,Male,Operations,Master's,26,65166.9,3,12,86.24,4,2,4,3.45,1,0,60.5541,Good
EMP09215,25,Female,HR,Bachelor's,3,27462.37,6,19,92.61,49,4,2,2.83,1,1,58.8715,Good
EMP09216,56,Female,Finance,Master's,26,63742.12,25,8,90.01,10,5,2,4.81,0,1,71.3263,Good
EMP09217,54,Female,Engineering,High School,5,34061.39,12,19,84.13,47,4,2,3.25,1,0,57.2523,Good
EMP09218,24,Female,Marketing,Bachelor's,2,28217.73,16,12,85.67,16,3,4,4.39,0,0,72.1166,Good
EMP09219,40,Female,Finance,Bachelor's,18,51298.5,13,8,93.18,3,1,5,3.05,0,1,62.1971,Good
EMP09220,30,Female,Operations,Bachelor's,8,37467.51,21,11,95.27,7,1,4,3.43,1,0,63.3902,Good
EMP09221,40,Female,Operations,Master's,6,31271.96,16,11,80.07,40,1,5,3.45,1,0,62.3732,Good
EMP09222,40,Male,Marketing,Bachelor's,13,46592.22,15,15,94.18,46,5,2,4.08,1,0,73.3024,Good
EMP09223,47,Male,HR,Master's,12,38842.14,15,2,92.28,21,4,5,3.23,0,0,70.104,Good
EMP09224,34,Female,Operations,Bachelor's,12,42950.08,5,3,83.22,31,3,3,3.52,0,0,55.8687,Good
EMP09225,43,Female,Engineering,High School,1,28020.41,25,1,99.81,26,3,1,2.05,1,1,42.0396,Average
EMP09226,29,Male,Finance,Master's,7,35663.09,1,1,98.57,5,2,5,3.19,0,0,66.649,Good
EMP09227,45,Female,Engineering,Master's,23,58561.84,25,4,85.33,30,5,1,1.62,1,1,35.8136,Average
EMP09228,47,Male,HR,Bachelor's,0,27199.24,16,19,83.79,3,3,2,3.27,1,1,51.0498,Average
EMP09229,24,Male,Engineering,Bachelor's,2,26622.15,23,18,85.5,46,2,1,3.23,1,0,47.949,Average
EMP09230,28,Female,Engineering,High School,6,37369.41,22,1,88.23,38,5,3,3.86,1,0,66.8591,Good
EMP09231,23,Male,Sales,PhD,1,26080.22,1,19,75.9,29,3,4,3.5,0,1,60.715,Good
EMP09232,54,Female,Engineering,Bachelor's,25,62009.42,17,1,82.11,42,4,1,4.78,0,1,58.7975,Good
EMP09233,33,Female,Marketing,High School,11,42956.23,20,10,88.97,32,3,4,4.38,1,1,74.88,Good
EMP09234,33,Male,Finance,Master's,11,40879.49,19,13,96.47,30,5,4,4.48,0,0,86.4165,Excellent
EMP09235,31,Male,Sales,Bachelor's,9,38691.97,11,19,81.32,27,2,5,4.44,0,1,74.584,Good
EMP09236,48,Male,Finance,Bachelor's,4,32142.59,3,20,78.49,24,5,1,3.51,1,0,51.9031,Average
EMP09237,39,Female,Finance,Bachelor's,17,48049.25,8,8,88.51,48,1,5,2.99,1,0,62.4591,Good
EMP09238,25,Female,HR,Master's,3,30725.73,10,5,81.97,16,3,1,3.84,1,1,47.2024,Average
EMP09239,44,Female,HR,High School,15,44113.25,16,11,91.91,30,1,3,2.47,0,1,50.1966,Average
EMP09240,42,Female,Sales,Bachelor's,20,54974.0,12,8,86.95,49,4,3,4.84,0,0,75.1325,Excellent
EMP09241,57,Female,Operations,Master's,16,48286.91,25,14,80.85,35,2,5,2.02,0,0,53.5398,Average
EMP09242,51,Female,HR,Bachelor's,20,52377.57,24,12,88.37,45,4,2,3.65,0,0,62.2568,Good
EMP09243,42,Female,HR,Bachelor's,20,58382.88,18,11,98.42,42,5,4,3.53,0,1,79.5684,Excellent
EMP09244,44,Male,HR,Bachelor's,14,46334.75,7,13,79.56,16,3,4,3.95,0,1,64.8265,Good
EMP09245,42,Female,Finance,Master's,20,53694.62,4,10,89.66,9,2,1,3.92,0,1,51.4806,Average
EMP09246,29,Male,Sales,PhD,7,35783.95,9,20,83.07,50,1,3,3.81,1,0,58.985,Good
EMP09247,60,Male,Finance,Bachelor's,24,65973.62,14,8,85.09,47,1,5,3.94,1,1,68.5696,Good
EMP09248,34,Female,Marketing,High School,10,38009.24,18,10,84.1,21,5,2,3.89,0,1,61.4291,Good
EMP09249,43,Male,Finance,Bachelor's,20,56315.91,24,6,77.43,30,1,1,2.31,0,0,27.7352,Poor
EMP09250,28,Male,Marketing,Bachelor's,6,32170.91,8,1,97.18,29,5,3,3.92,0,1,72.0628,Good
EMP09251,45,Male,Engineering,Master's,8,37964.62,15,9,95.33,50,2,2,3.0,1,0,54.662,Average
EMP09252,26,Female,Engineering,High School,0,23681.73,15,4,73.78,19,4,2,3.13,0,1,43.2304,Average
EMP09253,47,Male,Marketing,Bachelor's,21,56172.88,7,1,84.18,13,3,5,4.28,1,1,70.5429,Good
EMP09254,31,Female,Marketing,Bachelor's,5,32816.3,2,10,85.86,14,4,5,2.76,1,1,64.4949,Good
EMP09255,32,Female,Finance,Bachelor's,10,42640.12,2,20,98.63,42,4,3,4.14,0,0,79.085,Excellent
EMP09256,59,Female,Marketing,Master's,33,71552.16,9,7,74.77,18,3,5,2.17,1,0,49.1055,Average
EMP09257,32,Male,Sales,Bachelor's,10,43399.33,11,7,91.43,39,2,1,2.99,1,1,46.2277,Average
EMP09258,51,Male,Engineering,PhD,21,52663.55,14,5,79.96,30,5,4,3.31,0,0,62.6536,Good
EMP09259,25,Female,Engineering,Bachelor's,3,30155.31,14,2,95.67,36,1,1,3.89,0,1,52.0163,Average
EMP09260,23,Female,Operations,PhD,1,26620.75,25,9,90.69,22,3,1,3.66,1,1,53.2296,Average
EMP09261,34,Female,Marketing,Bachelor's,12,42737.33,18,6,80.92,43,4,2,3.91,0,1,57.4639,Good
EMP09262,60,Male,HR,Master's,22,58072.55,13,9,84.55,13,3,3,5.0,1,1,70.2456,Good
EMP09263,38,Male,HR,Bachelor's,4,32043.65,10,15,87.84,21,2,3,3.47,1,1,59.6244,Good
EMP09264,44,Male,Marketing,Master's,6,34923.43,5,13,76.58,29,3,2,3.79,1,0,52.898,Average
EMP09265,31,Male,Sales,Bachelor's,2,27640.93,11,15,96.16,47,1,1,4.28,1,0,61.2748,Good
EMP09266,34,Male,HR,Bachelor's,12,44406.53,17,1,80.33,7,4,1,3.73,0,0,45.2054,Average
EMP09267,60,Male,Operations,Master's,11,41040.8,24,15,87.77,43,1,4,2.55,0,1,55.9513,Good
EMP09268,50,Male,Marketing,Master's,5,32686.91,1,18,83.86,30,1,4,2.65,0,0,53.3815,Average
EMP09269,37,Female,Sales,Master's,15,49815.57,25,11,80.74,15,1,3,4.0,0,0,55.1236,Good
EMP09270,24,Male,Sales,High School,2,30373.33,23,3,84.09,38,1,1,3.87,1,1,45.1323,Average
EMP09271,57,Female,Finance,Bachelor's,17,52595.56,25,1,93.31,23,3,4,3.69,1,0,67.0637,Good
EMP09272,25,Male,Sales,Master's,2,25949.95,15,4,80.34,20,3,2,4.13,0,1,53.6766,Average
EMP09273,57,Female,HR,High School,21,57352.6,3,2,83.84,7,4,1,3.2,1,0,43.1182,Average
EMP09274,37,Male,HR,Bachelor's,15,48422.97,3,16,100.0,17,5,5,2.33,1,1,74.3771,Good
EMP09275,27,Male,Marketing,Bachelor's,5,36035.22,20,19,81.68,37,5,4,4.04,1,1,74.8447,Good
EMP09276,49,Male,Marketing,Bachelor's,11,43085.71,16,16,88.46,5,1,2,3.09,1,0,47.5516,Average
EMP09277,57,Female,Sales,Bachelor's,0,23745.9,19,12,93.34,13,2,2,4.6,0,1,65.9291,Good
EMP09278,44,Male,Operations,Master's,22,57236.46,21,8,88.76,29,1,5,4.52,0,0,74.8945,Good
EMP09279,33,Male,Engineering,PhD,11,36414.98,9,4,72.7,13,2,4,3.52,0,0,50.3488,Average
EMP09280,52,Female,Finance,Bachelor's,22,57845.7,17,16,91.02,6,2,3,4.3,1,1,67.4003,Good
EMP09281,33,Male,Engineering,PhD,11,40761.46,18,9,81.66,3,1,2,3.43,1,0,43.7145,Average
EMP09282,53,Male,Sales,Master's,4,29950.66,10,15,91.26,18,4,1,2.89,1,0,51.3557,Average
EMP09283,46,Female,Sales,PhD,24,59440.74,13,12,86.74,24,2,3,3.64,1,1,59.4783,Good
EMP09284,50,Male,Engineering,Master's,9,41574.17,3,17,85.46,24,1,2,3.51,0,1,51.3058,Average
EMP09285,40,Female,Finance,Master's,4,25624.45,15,15,100.0,18,1,2,3.81,0,0,62.3776,Good
EMP09286,43,Female,Engineering,Bachelor's,13,41962.25,2,4,86.01,29,1,5,3.31,1,0,60.9578,Good
EMP09287,45,Female,Marketing,Bachelor's,23,64273.38,24,8,86.68,42,2,4,3.11,0,1,59.8524,Good
EMP09288,54,Male,HR,Bachelor's,27,67468.17,21,3,90.35,29,3,4,2.61,0,0,57.1212,Good
EMP09289,57,Male,Operations,PhD,20,55611.79,10,7,77.56,14,2,5,4.17,0,0,65.4262,Good
EMP09290,37,Female,Marketing,PhD,11,41490.58,4,7,85.84,47,3,5,2.31,1,0,59.3813,Good
EMP09291,23,Female,HR,Master's,1,25329.65,20,15,88.09,28,3,3,3.03,1,1,59.1258,Good
EMP09292,29,Male,Operations,Master's,7,32947.13,1,20,89.72,34,4,3,2.5,1,0,58.6308,Good
EMP09293,34,Male,Operations,PhD,12,43735.29,11,17,84.58,32,5,5,4.1,0,1,81.6453,Excellent
EMP09294,51,Male,Operations,Bachelor's,16,50599.36,12,10,78.49,38,1,3,3.92,0,0,54.8754,Average
EMP09295,22,Female,Sales,Master's,0,23613.97,24,16,92.88,39,1,1,4.08,0,0,57.4085,Good
EMP09296,33,Male,Operations,Bachelor's,11,37866.36,1,16,95.51,22,2,5,4.25,0,0,81.3056,Excellent
EMP09297,28,Female,Finance,Bachelor's,1,27829.38,4,15,81.58,22,5,4,2.45,1,1,59.3835,Good
EMP09298,35,Female,Engineering,High School,13,46050.47,22,12,97.28,42,4,4,3.03,1,1,72.3456,Good
EMP09299,56,Male,Finance,Bachelor's,13,46163.84,18,7,87.34,36,1,5,3.48,0,1,65.2254,Good
EMP09300,49,Male,Engineering,Master's,13,44182.99,23,3,80.39,41,2,4,2.78,1,0,51.0147,Average
EMP09301,33,Female,Marketing,Bachelor's,11,37182.95,4,2,87.74,29,4,2,3.33,1,1,53.9546,Average
EMP09302,45,Female,Marketing,Master's,23,57049.7,25,4,78.07,15,5,1,4.06,0,1,51.2003,Average
EMP09303,22,Male,Engineering,Bachelor's,0,27571.73,2,8,92.89,32,2,2,3.4,0,0,55.4895,Good
EMP09304,38,Female,Finance,Bachelor's,16,46298.85,18,10,90.44,26,4,5,3.88,1,1,78.2941,Excellent
EMP09305,59,Male,Engineering,Master's,33,75899.91,18,12,79.5,9,5,4,3.79,0,0,67.2937,Good
EMP09306,49,Male,Operations,Master's,22,55957.51,10,12,78.26,19,1,3,4.07,0,0,54.9876,Average
EMP09307,54,Female,Sales,Bachelor's,15,45256.29,11,9,70.47,3,5,2,3.97,0,1,51.4589,Average
EMP09308,45,Female,Marketing,Bachelor's,18,55651.76,18,11,84.84,19,2,2,3.9,0,1,54.7365,Average
EMP09309,27,Male,Sales,Bachelor's,5,36225.73,19,13,83.32,14,1,4,4.17,0,0,63.9217,Good
EMP09310,42,Female,Operations,PhD,20,55326.48,9,1,85.7,37,3,3,4.4,0,0,64.9242,Good
EMP09311,25,Female,Operations,Master's,3,28530.76,16,3,82.42,14,2,5,3.45,0,1,60.5258,Good
EMP09312,54,Male,Marketing,Bachelor's,15,49564.09,11,11,96.27,46,3,4,3.27,0,1,70.93,Good
EMP09313,31,Female,Marketing,Bachelor's,5,29340.79,2,15,82.3,16,5,1,4.45,1,1,61.7127,Good
EMP09314,57,Male,Operations,Master's,15,49923.19,25,7,98.15,19,4,1,3.16,1,1,54.9311,Average
EMP09315,34,Female,HR,Master's,8,41041.01,25,16,84.05,48,1,5,3.96,0,1,70.9393,Good
EMP09316,57,Male,Sales,Master's,28,68161.34,20,6,82.31,16,2,5,2.64,1,1,54.7959,Average
EMP09317,30,Female,Sales,Bachelor's,3,27174.41,7,20,84.48,11,1,1,3.04,1,1,40.2353,Average
EMP09318,52,Female,HR,Master's,25,65549.2,7,10,85.08,10,5,3,4.37,1,1,70.1385,Good
EMP09319,25,Female,Finance,Master's,3,30125.48,24,4,100.0,29,5,5,3.99,0,1,85.6878,Excellent
EMP09320,41,Female,Sales,Master's,13,44219.32,24,6,74.14,25,4,1,4.4,1,1,51.0156,Average
EMP09321,29,Female,Engineering,Bachelor's,7,33561.98,12,12,97.71,47,4,3,2.93,0,1,66.7995,Good
EMP09322,48,Female,Operations,Master's,23,57220.38,21,3,91.53,24,2,3,3.72,0,1,59.6169,Good
EMP09323,57,Female,Operations,Master's,7,37806.77,12,12,86.37,44,1,5,3.96,0,0,71.1527,Good
EMP09324,30,Female,HR,Master's,8,36847.63,9,16,77.79,16,2,2,2.59,1,1,40.1165,Average
EMP09325,45,Male,Sales,Bachelor's,3,29326.74,14,12,98.94,40,3,3,2.85,1,0,64.3542,Good
EMP09326,58,Female,Finance,Bachelor's,14,46252.16,22,15,76.87,0,5,5,3.25,1,1,66.2616,Good
EMP09327,51,Female,Sales,Bachelor's,15,43595.19,15,18,90.57,49,3,3,3.06,0,0,62.0959,Good
EMP09328,47,Female,Operations,Bachelor's,10,39955.92,12,16,80.44,25,3,4,4.27,0,1,69.8475,Good
EMP09329,25,Female,Marketing,Bachelor's,3,29487.02,10,6,96.89,2,1,3,2.8,0,0,51.4273,Average
EMP09330,22,Female,Engineering,Bachelor's,0,27990.3,11,17,81.45,42,3,2,3.62,1,0,56.2882,Good
EMP09331,41,Male,HR,Bachelor's,19,55155.24,13,3,91.46,10,3,3,4.74,0,0,69.5658,Good
EMP09332,49,Male,Marketing,Master's,27,63071.5,19,18,85.04,46,4,2,3.02,1,1,55.8457,Good
EMP09333,45,Female,Finance,Bachelor's,3,28713.15,2,11,80.89,27,2,1,4.32,0,0,51.7451,Average
EMP09334,49,Female,Marketing,Bachelor's,27,67592.56,14,17,75.95,27,4,2,3.06,1,1,49.1868,Average
EMP09335,49,Female,Marketing,Master's,5,29894.57,10,6,95.61,29,1,3,3.47,0,0,59.1833,Good
EMP09336,26,Female,Finance,Master's,4,34392.01,2,18,92.05,34,2,1,1.9,0,1,39.8188,Average
EMP09337,53,Male,Marketing,Master's,31,71418.94,17,5,82.42,6,2,1,4.02,1,1,45.5424,Average
EMP09338,51,Female,HR,Bachelor's,29,69572.43,7,16,84.81,32,5,1,4.37,1,0,64.1785,Good
EMP09339,42,Male,Operations,Bachelor's,16,48116.21,22,20,77.36,47,5,1,4.06,0,0,57.6373,Good
EMP09340,37,Female,Sales,Bachelor's,15,46588.73,7,10,80.83,26,3,3,3.63,0,0,57.6276,Good
EMP09341,29,Male,Marketing,Bachelor's,7,33656.33,12,16,88.51,28,2,5,3.31,0,1,69.3352,Good
EMP09342,33,Male,HR,PhD,11,44573.62,5,3,79.01,26,2,2,3.64,0,1,46.2643,Average
EMP09343,53,Male,Sales,Master's,23,60683.54,9,10,87.62,41,5,5,4.26,0,1,83.7667,Excellent
EMP09344,46,Female,Sales,High School,10,38067.14,14,18,93.37,30,3,5,1.37,0,0,58.1325,Good
EMP09345,24,Female,Marketing,Master's,2,29411.09,25,16,89.35,46,5,2,2.9,1,0,59.9669,Good
EMP09346,47,Female,HR,Bachelor's,23,61380.96,4,17,77.07,4,2,4,3.92,0,0,60.1217,Good
EMP09347,57,Female,Operations,Bachelor's,23,61662.93,0,17,87.78,33,1,2,3.28,1,0,51.6504,Average
EMP09348,38,Female,Marketing,Master's,13,45062.85,7,10,100.0,36,5,4,3.52,0,0,79.6863,Excellent
EMP09349,48,Male,Finance,Bachelor's,23,59841.98,1,5,99.57,20,4,2,4.27,1,0,69.858,Good
EMP09350,43,Male,Sales,PhD,10,38137.11,0,4,85.54,25,5,5,3.71,0,1,73.7831,Good
EMP09351,59,Male,Marketing,Bachelor's,7,38163.29,24,15,84.11,42,2,5,3.37,0,1,68.2856,Good
EMP09352,56,Female,Sales,Master's,14,47333.4,23,16,94.36,4,3,2,4.05,0,1,64.5276,Good
EMP09353,28,Male,HR,Bachelor's,1,28477.81,15,18,84.59,32,2,1,3.89,0,0,52.3693,Average
EMP09354,24,Female,Engineering,Bachelor's,2,24234.27,24,19,76.03,41,3,4,3.19,1,0,59.2133,Good
EMP09355,27,Male,Marketing,Master's,5,34413.15,4,10,91.9,1,2,1,3.82,1,0,51.2385,Average
EMP09356,34,Female,Operations,PhD,12,43050.14,18,11,81.41,22,4,4,3.51,0,0,64.4037,Good
EMP09357,36,Male,Marketing,Master's,14,47655.26,10,9,84.46,50,4,5,3.03,1,1,68.1231,Good
EMP09358,47,Female,Sales,Master's,9,36104.11,7,5,88.1,42,3,4,2.12,1,1,53.3347,Average
EMP09359,54,Male,HR,PhD,21,60126.33,3,6,83.14,28,4,5,3.24,0,0,66.736,Good
EMP09360,36,Male,Finance,Bachelor's,5,31196.01,13,3,93.72,17,1,2,4.01,1,1,55.2797,Good
EMP09361,60,Male,Operations,High School,26,66303.59,16,13,93.61,34,1,2,4.56,1,1,65.7479,Good
EMP09362,35,Female,HR,High School,13,44090.6,8,6,93.71,9,4,3,3.33,0,0,62.2238,Good
EMP09363,40,Male,Marketing,Master's,0,28700.59,3,11,98.29,38,5,3,1.81,0,0,59.2523,Good
EMP09364,49,Male,Finance,Master's,16,49595.44,1,16,87.38,32,4,2,3.99,0,1,64.9506,Good
EMP09365,45,Male,HR,Master's,0,28769.48,9,11,81.93,31,3,3,3.54,1,1,58.4605,Good
EMP09366,54,Female,Engineering,PhD,14,45859.96,18,10,80.27,41,4,2,5.0,0,0,68.1702,Good
EMP09367,33,Male,Operations,Master's,0,22774.29,21,16,79.53,36,4,1,3.67,1,0,52.6997,Average
EMP09368,31,Female,Sales,Bachelor's,9,39092.24,8,14,76.28,22,3,5,3.68,1,0,66.4167,Good
EMP09369,28,Male,HR,Bachelor's,1,26233.54,21,16,79.55,0,1,2,3.84,1,1,48.0611,Average
EMP09370,22,Male,HR,PhD,0,23791.79,15,17,92.18,16,5,3,1.92,0,1,55.7622,Good
EMP09371,36,Female,Engineering,Bachelor's,11,43986.3,19,8,86.74,45,2,3,4.21,1,0,64.5294,Good
EMP09372,22,Female,Marketing,Bachelor's,0,22293.81,16,4,93.61,35,5,3,3.66,0,0,69.3821,Good
EMP09373,41,Male,Operations,Bachelor's,19,57323.14,1,17,76.8,26,2,1,3.28,0,0,41.5774,Average
EMP09374,23,Female,Operations,Bachelor's,1,26129.97,22,10,83.95,47,4,1,4.83,1,0,63.981,Good
EMP09375,24,Female,Sales,Master's,2,25275.82,18,2,100.0,38,1,1,3.57,0,1,52.1306,Average
EMP09376,57,Female,HR,Bachelor's,15,48279.64,1,12,98.87,0,4,2,3.54,1,0,63.8506,Good
EMP09377,37,Male,Finance,PhD,15,47865.53,15,19,100.0,37,2,5,3.68,1,0,80.6897,Excellent
EMP09378,50,Male,HR,Bachelor's,28,66692.42,15,19,100.0,13,1,1,3.27,0,0,52.1314,Average
EMP09379,57,Male,Sales,Master's,9,37240.27,21,8,87.38,3,2,3,4.35,1,0,62.4187,Good
EMP09380,60,Female,HR,Master's,11,44128.15,13,6,90.03,31,4,3,3.78,1,0,66.0868,Good
EMP09381,24,Female,Engineering,Master's,2,29078.78,19,19,88.81,20,2,1,3.24,0,1,48.1463,Average
EMP09382,58,Female,HR,PhD,29,67528.64,0,18,83.5,46,1,5,4.61,0,0,76.2707,Excellent
EMP09383,33,Female,HR,Bachelor's,9,39296.46,8,14,100.0,42,5,5,3.18,0,1,83.705,Excellent
EMP09384,41,Male,Finance,High School,13,42940.02,14,3,96.79,49,4,5,1.68,0,1,61.6668,Good
EMP09385,44,Female,Engineering,High School,3,31457.08,14,18,97.96,1,2,3,4.6,1,1,73.8034,Good
EMP09386,43,Male,Engineering,Master's,19,57693.5,24,19,78.24,24,2,2,2.82,1,1,43.2225,Average
EMP09387,53,Female,HR,PhD,6,36214.19,10,15,82.1,37,5,4,2.39,0,0,60.633,Good
EMP09388,28,Male,Operations,Bachelor's,6,32678.88,4,16,90.07,47,1,1,4.43,1,1,58.8301,Good
EMP09389,43,Male,Finance,Master's,21,54575.52,7,17,78.42,13,3,1,2.78,0,0,39.3645,Average
EMP09390,23,Female,HR,High School,1,26697.71,21,3,87.82,12,3,4,4.11,1,0,66.961,Good
EMP09391,35,Female,HR,Bachelor's,13,41281.16,6,18,77.38,43,3,4,3.91,1,1,66.3205,Good
EMP09392,37,Female,Sales,Master's,15,49329.91,5,13,77.87,18,4,3,3.94,1,1,61.4126,Good
EMP09393,45,Male,Sales,High School,20,56331.46,6,12,100.0,11,3,3,3.69,1,1,69.4511,Good
EMP09394,28,Female,Operations,Bachelor's,2,27693.14,18,19,100.0,30,3,1,3.48,0,0,60.6849,Good
EMP09395,25,Male,Finance,Master's,0,24419.9,13,2,95.57,33,5,2,2.36,1,0,53.2649,Average
EMP09396,58,Female,Marketing,Master's,17,50278.86,10,1,83.06,40,3,1,2.85,1,1,39.9742,Average
EMP09397,26,Male,Sales,Bachelor's,1,29623.59,18,10,87.08,22,2,1,4.29,1,1,54.426,Average
EMP09398,23,Female,Marketing,Master's,1,25688.78,25,18,92.05,8,5,1,4.85,0,0,70.5356,Good
EMP09399,26,Male,Engineering,Bachelor's,4,28608.09,13,12,93.95,15,2,3,1.95,0,0,48.3261,Average
EMP09400,24,Male,Sales,High School,2,26436.45,18,13,88.03,23,4,1,3.84,1,0,57.403,Good
EMP09401,29,Male,Sales,Master's,7,37478.79,25,4,94.6,7,5,2,4.36,0,1,68.3296,Good
EMP09402,47,Female,Finance,Bachelor's,6,32078.46,5,1,89.52,36,2,2,3.4,1,1,50.985,Average
EMP09403,31,Male,Operations,High School,8,39397.17,0,4,80.84,30,2,2,1.99,1,0,33.7468,Poor
EMP09404,55,Female,Marketing,Bachelor's,6,33596.94,13,20,91.66,31,1,1,4.72,0,0,61.4114,Good
EMP09405,57,Male,Sales,Master's,26,60412.9,11,18,97.31,41,1,4,3.28,0,1,68.2992,Good
EMP09406,33,Female,Sales,Bachelor's,11,42997.36,11,17,90.99,22,1,1,2.56,1,1,41.235,Average
EMP09407,41,Female,Finance,High School,19,52957.29,8,20,81.09,37,1,4,2.85,1,0,54.1075,Average
EMP09408,50,Male,Finance,Bachelor's,23,60243.11,8,14,88.98,35,3,1,4.34,1,0,61.4081,Good
EMP09409,35,Male,Operations,Bachelor's,13,43253.56,13,2,82.88,31,4,2,3.41,1,1,51.7844,Average
